company name,mobile no,website link,state and city,email
['Ð¡ÐµÑ\x80Ð³ÐµÐ¹ Puffe'],['tel:+7 916 188-78-61'],['https://www.houzz.in/trk/aHR0cDovL3ByaW1hbWVsYS5ydS8/d93c46b807a3d806270c52d79650eb11/ue/MzAwMzgzODY/55a28c473ed9cfe4bd02473a97a7c696'],['Ð\x9cÐ¾Ñ\x81ÐºÐ²Ð°'],[]
"[""les secrets de l'Ã©toffe""]",['tel:+33 1 79 42 13 44'],['https://www.houzz.in/trk/aHR0cDovL2NhdGh5X2luZXMuaG91enouZnI/ca53792c53ef674dc920bf0d3f4a1ea9/ue/MTI3MzE3Mzc/0c3e6d8d7f0ed227a78f661058b3e3a0'],['Ã©ragny sur oise'],[]
['MAISON DU COUSSIN'],['tel:+33 1 41 44 12 62'],['https://www.houzz.in/trk/aHR0cDovL21haXNvbmR1Y291c3Npbi5mcg/2968f120b55b7047be2a94470e1aa958/ue/MzAwODU3Mjc/b10bfde484106160e24fe9909b804d16'],['COURBEVOIE'],[]
['DBH Designs LLC'],['tel:+1 717-575-8319'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kYmgtZGVzaWducy5jb20/edf67ef22ad8bfc217d619ab2947288e/ue/MjQxNzc4/64352c0fd433713da21a8c92f3356cc2'],"['Willow Street, United States']",[]
['Cpm Product Srl'],['tel:+39 338 502 4626'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jcG1wcm9kdWN0Lml0/e99cbbfd864ede1456b16a1770ac53d3/ue/MzAwODM2MDQ/32fccaf19090031f077e1ab7ea23e4ba'],['EMPOLI'],[]
['Mirrored furniture'],['tel:+1 214-252-9233'],['https://www.houzz.in/trk/aHR0cDovL3RoZW1pcnJvcmVkZnVybml0dXJlLm5ldC8/1e3396630016666e6721a746aa3d32e4/ue/MzQ2MzM4Nw/0e0ee338ebe9d153135a3686979203f9'],"['Dallas, Texas, United States']",[]
['Reclaimed wood furniture'],['tel:+1 214-977-8222'],['https://www.houzz.in/trk/aHR0cDovL3JlY2xhaW1lZC13b29kLWZ1cm5pdHVyZS5uZXQv/f95b0dd41d44af76dff98661387ef09d/ue/MzQ2MjMyMQ/0ccaeafaf15ae22cc19d3dfaafef55e0'],"['Dallas, United States']",[]
['Atelier hatem'],['tel:+33 6 75 92 36 53'],[],['Nanterre ville'],[]
['Green Living Philosophy'],['tel:+61 418 173 360'],[],['Victoria'],[]
['Andreyev'],['tel:+855 70 401 808'],[],"['Uzhgorod, Military Europe/ME/Canada, United States']",[]
"['Asana Co., Ltd.']",['tel:+66 89 816 6061'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hc2FuYXNwYWNlLmNvbQ/266aace1ba536745be6a60c7d503ef90/ue/MzQ2MDI0MA/170c983f6f21082e1e907a9437d62d5d'],"['Bangkok, Thailand']",[]
