company name,mobile no,website link,state and city,email
['GJ Studio'],['tel:098450 11595'],['https://www.houzz.in/trk/aHR0cDovL2dqc3R1ZGlvLmhvdXp6LmNvbQ/24ba96776b7aaac9fab148afd9ef5e48/ue/MTM0OTA0NzQ/de561bf692df99f582f28f1feb7de7c9'],['Bangalore'],[]
['Sunita Yogesh Studio'],['tel:095001 90009'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdW5pdGF5b2dlc2hzdHVkaW8uY29t/038ead1538363f33b00bd94f708e372a/ue/NDg5NTkxODk/dd5d274783b5c1180376f60b348d1058'],"['Chennai, Tamil Nadu']",[]
['Bonito Designs'],['tel:080660 85646'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5ib25pdG8uaW4/2e1c8882463e86b9ad2d0d5bd03d27aa/ue/NzY4MTQzOQ/4a1a6c3371f41def4497482ad4ca6fc8'],['Bangalore'],[]
['Aum Architects'],['tel:022 4976 1288'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hdW1hcmNoLmNvbQ/d97d7d095304bf57289460e0741cd2b4/ue/NTU5NTkxMA/41b03f2ba710223f1b2c0bb16dd109b8'],"['Mumbai, Maharashtra']",[]
['Inscape Designers'],['tel:098194 30457'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL3d3dy5pbnNjYXBlZGVzaWduZXJzLmluLw/c8b604454b1f7c7593d55c12194accf6/ue/Njg1MTAzNA/ab4d82d4cde44b9e5735e2cf81b7e778'],"['Mumbai, Maharashtra']",[]
['Anushka Contractor'],['tel:099309 80911'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hbnVzaGthY29udHJhY3Rvci5jb20/c52c1150347bff435700acd12c4e91bf/ue/Mzc3MTg0Nw/0d014447351b3dbf6b17cb7a2e7fbb81'],['Mumbai'],[]
['Ariyona Interior'],['tel:022 2411 0710'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hcml5b25haW50ZXJpb3IuY29t/6f446c65e71943e69ac18b76d64a8c9a/ue/MTYxODE3OQ/691cb8d1470bf5f6cfa0d8f0218cc2fc'],"['Mumbai, Maharashtra']",[]
['ZERO9'],['tel:096196 56709'],['https://www.houzz.in/trk/aHR0cDovL3d3dy56ZXJvOS5pbg/d3057b6d9419c6626275e4d99b508f5c/ue/MTQ5Mjk1ODI/096fd2e221d4b79beb8cb511f5faedf9'],"['Mumbai, Maharashtra']",[]
['The Little Design Story'],['tel:983352527'],[],"['Mumbai, Maharashtra']",[]
['Cornerstone Design Studio India'],['tel:088848 51444'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jc2RzaW5kaWEuY29t/f193d7101e03a294e9de427b6b1853db/ue/MjcxNDEwOA/3b6be19dd4a63a99666cefbf2c74a6fb'],['Bangalore'],[]
