company name,mobile no,website link,state and city,email
['Cummings Architects'],['tel:+1 978-356-5026'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jdW1taW5nc2FyY2hpdGVjdHMuY29t/0a5bcb0c611a8dc876e471877bd7e6b3/ue/NTY0OTk1/ea9e698e70d9b4d3f85d00ae6d24d650'],"['Ipswich, Massachusetts, United States']",[]
['LDa Architecture & Interiors'],['tel:+1 617-621-1455'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5sZGEtYXJjaGl0ZWN0cy5jb20/2273c945768fffe0efb718c7f7a3c446/ue/OTY1MQ/4ff5f5c59687190ac6224348bf2837b2'],"['Cambridge, Massachusetts, United States']",[]
['Hammer Architects'],['tel:+1 617-876-5121'],['https://www.houzz.in/trk/aHR0cDovL2hhbW1lcmFyY2hpdGVjdHMuY29t/fe2b20fd78cedc2b9a022e3535cf6d54/ue/OTM1MA/83d8941409a5a3f7983c4d4deb98d5c9'],"['Cambridge, Massachusetts, United States']",[]
"['Christian Rice Architects, Inc.']",['tel:+1 619-522-9040'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jaHJpc3RpYW5yaWNlLmNvbQ/c89ddd41f7b856c21a34391c99e7aa70/ue/MzI5NDUz/8a6f63038ca66efcb80e2fb3f973be2c'],"['Coronado, California, United States']",[]
['Site Specific Designs'],['tel:+61 416 954 635'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zaXRlc3BlY2lmaWNkZXNpZ25zLmNvbS5hdQ/a239f9137c9f27f39c0331aed24abec3/ue/NzM2NjQ5Ng/41ce64141b03e99bae772c8d7f29fe0a'],"['Warriewood, New South Wales']",[]
['Merzbau Design Collective'],['tel:+1 512-636-5900'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tZXJ6YmF1LmNvbQ/6abbd404ab2f8f1c9dcdd2c37f0b9ef3/ue/OTY4Nw/ef22c22741f863a848ad8ff4818e0c00'],"['Austin, Texas, United States']",[]
['Jeff Karskens Designer'],['tel:+61 408 557 957'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5qa2Rlc2lnbmVyLmNvbS5hdQ/1d3bbe836d3fef4152c5c3650d117057/ue/NzI4MzY1OA/3f59ac876ef790836da69fbbe9aa08d1'],"['Waterloo, New South Wales']",[]
['Pasco Design'],['tel:+61 3 9399 8250'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5wYXNjb2Rlc2lnbi5jb20uYXU/3c978fe84cd31bc9d4022bb47aca1d13/ue/NDUwMDEzMg/6b3cc2344c41422c9e5432227f5386bf'],"['Williamstown, Victoria']",[]
"['Archos Architecture & Design, P.A.']",['tel:+1 651-245-8401'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hcmNob3NhcmNoaXRlY3R1cmUuY29tLw/c38802e0df368a5679eab43bb2fa8255/ue/OTEwNw/10cd38fb64011e21fb646bc60d156284'],"['St. Paul, Minnesota, United States']",[]
['HWA ltd'],['tel:+64 21 442 334'],['https://www.houzz.in/trk/aHR0cDovL2h3YS5ueg/82c4f40ba096d915318cd41a54dc3346/ue/NTY3MjM3NjM/7b34972467bd21ec3eea6f6229a33f67'],['Porirua'],[]
['Garage Design Works'],['tel:+1 407-447-8890'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5nYXJhZ2VkZXNpZ253b3Jrcy5jb20v/76053feadf65aea9be33193786d3822a/ue/NzM4Njk0OA/325224dbdc412670b129c3ab2166ac3b'],"['Orlando, Florida, United States']",[]
['DSA Architects'],['tel:+1 781-391-1939'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kc2FhcmNoaXRlY3RzLmNvbQ/525901aa0b312c83bb0be295ce0a4825/ue/OTQyNg/bad2aab2473e3d32e9b423da2428a668'],"['Medford, Massachusetts, United States']",[]
['Interext Design Group'],['tel:+61 3 9465 5577'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbnRlcmV4dGRlc2lnbi5jb20uYXU/1bb81501685fdf60361da9416eafe700/ue/NzMwNDc4NA/7a91adbfc339abaa002caab659a518b2'],"['Thomastown, Victoria']",[]
['Pullen Grass Works'],['tel:+1 404-667-1144'],[],"['Avondale Estates, Georgia, United States']",[]
['AJArchitects.com llc'],['tel:+1 301-233-4444'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5BSkFyY2hpdGVjdHMuY29t/ea2e4bf3e3d3dc0bb54e8bb87c11e91f/ue/OTM3MQ/7e2ecde9d980800461558ca61551cb56'],"['Glen Echo, Maryland, United States']",[]
['mark gerwing'],['tel:+1 303-886-9872'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tZ2Vyd2luZ2FyY2guY29t/172d82ebf9476cc738cc3be6b4414ae2/ue/MTAwNjY/9544de8156f5e4cccd962469a158ddee'],"['Boulder, Colorado, United States']",[]
['Plan A Design Group'],['tel:+1 650-207-1566'],['https://www.houzz.in/trk/aHR0cDovL3d3dy4ucGxhbmFkZXNpZ25ncm91cC5jb20/1cfc5a1b326c59c491706741bfdd4ad9/ue/MzI0ODczNw/182d8a51e4f48ee6e1c99a3700b4fbf2'],"['San Carlos, California, United States']",[]
['Tom Hurt Architecture'],['tel:+1 512-473-0123'],['https://www.houzz.in/trk/aHR0cDovL3RvbWh1cnQuY29t/19a1eaab031f917d8cbb0147fb596333/ue/MTAwMTc/8fc6509e7ef99d7d32d30621620e35bd'],"['Austin, Texas, United States']",[]
['Streamline Building Designs'],['tel:+61 428 901 871'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuc3RyZWFtbGluZWRlc2lnbnMuY29tLmF1/8dbf45637a1a7f4315b121cae0ff9be7/ue/NzU5NTM1Nw/9554cfe2ac3ad7c760789ae69001e7c3'],"['St Helens, Tasmania']",[]
['VirtuActive - 3D Drafting & Design'],['tel:+1 402-979-8100'],['https://www.houzz.in/trk/aHR0cDovL3ZpcnR1YWN0aXZlLmNvbS8/6069148309fa35520b0765d38cecf95e/ue/NzQyNzUyMw/4dcee4dbef6690ac6f5f0d2886a941e8'],"['Omaha, Nebraska, United States']",[]
"['CarriageStone Cottage & Home Design, LLC.']",['tel:+1 804-836-8074'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jYXJyaWFnZXN0b25lLmNvbQ/6ed5ffa5da326219107695362974a954/ue/NDA2MjQwNQ/e033fde86a546a508e766dffa23cec9c'],"['Glen Allen, Virginia, United States']",[]
['DesignHouse Inc - House Plans'],['tel:+1 601-928-3234'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kZXNpZ24taG91c2UuY29t/764bea6444cc5d7a46b1e561c4414456/ue/OTk3MQ/a8dcf90d358395c10c07ccfce5a63be4'],"['Wiggins, Mississippi, United States']",[]
['Worthington Architecture + Design'],['tel:+1 510-593-8950'],['https://www.houzz.in/trk/aHR0cDovL3d3dy53b3J0aGluZ3RvbmRlc2lnbi5jb20/8a9bf479b9ccad26a762d1b03d679a67/ue/OTc4MA/0990a8746ba4ffe2758f36d45766bf4e'],"['Emeryville, California, United States']",[]
